0	8943	1
0	8946	1
0	38045	1
1	9243	1
2	31228	1
3	11709	1
3	41570	1
4	9057	1
4	36933	1
5	41597	1
6	40495	1
7	8946	1
8	45997	1
9	9144	1
10	9813	1
11	9480	1
12	36814	1
13	40495	1
14	10678	1
15	27717	1
16	9280	1
17	38046	1
18	8980	1
18	9087	1
19	8931	1
20	19955	1
21	8943	1
21	8946	1
21	38045	1
22	40491	1
23	8960	1
23	9260	1
23	10092	1
24	45411	1
24	45412	1
25	8910	1
25	8946	1
25	9136	1
25	14991	1
25	15100	1
25	39732	1
25	39765	1
25	39773	1
25	39821	1
26	41034	1
27	9702	1
28	8910	1
29	38045	1
30	11758	1
31	9144	1
32	9004	1
32	63874	1
33	10735	1
33	10736	1
34	37468	1
34	37471	1
34	37477	1
35	41494	1
36	9009	1
36	9014	1
36	42537	1
37	11708	1
38	9412	1
38	16557	1
38	16808	1
38	19792	1
38	19793	1
38	19794	1
38	32929	1
39	11758	1
39	30556	1
39	42622	1
40	8932	1
40	8952	1
40	8953	1
40	9539	1
40	11317	1
40	11758	1
40	17541	1
40	30551	1
40	30553	1
40	30555	1
40	30556	1
40	30558	1
40	30559	1
40	45644	1
40	63878	1
41	15337	1
41	37589	1
42	11015	1
42	63874	1
43	27851	1
44	41519	1
45	9144	1
46	8945	1
46	38046	1
47	45691	1
48	16556	1
49	9260	1
49	10092	1
50	8945	1
50	38046	1
51	9198	1
52	8945	1
52	38046	1
53	43319	1
54	9480	1
55	39773	1
56	28602	1
57	8972	1
57	9028	1
58	8946	1
58	38045	1
59	11757	1
60	38045	1
61	8946	1
61	38045	1
62	10685	1
63	8918	1
63	28602	1
64	41573	1
64	41574	1
65	41573	1
65	41574	1
66	41333	1
66	41497	1
67	9614	1
67	36814	1
68	8946	1
68	38045	1
69	8936	1
70	9702	1
70	11708	1
71	30268	1
72	8926	1
73	8946	1
74	31200	1
75	23375	1
76	13536	1
77	8945	1
78	18558	1
79	8945	1
79	38046	1
80	13535	1
81	9729	1
81	42491	1
81	42492	1
82	14006	1
82	18052	1
83	8943	1
83	8946	1
83	38045	1
84	8906	1
84	8961	1
85	8946	1
85	38045	1
86	11015	1
87	9532	1
87	9533	1
88	9838	1
88	23196	1
89	13535	1
89	16556	1
90	10678	1
91	9038	1
92	8946	1
93	38046	1
94	42722	1
95	45577	1
96	9334	1
96	53829	1
97	9312	1
97	9411	1
97	11014	1
97	63869	1
98	8918	1
98	8919	1
98	10735	1
99	9915	1
99	19884	1
99	40973	1
100	8910	1
100	9058	1
100	9186	1
100	13201	1
100	17540	1
100	36934	1
101	11709	1
102	42136	1
102	42137	1
102	42722	1
103	8966	1
103	9038	1
104	9539	1
104	64970	1
105	41570	1
106	8946	1
107	10685	1
108	9180	1
109	44686	1
110	8910	1
110	8918	1
110	8927	1
111	8937	1
111	9481	1
112	15008	1
113	43448	1
113	43449	1
114	42837	1
114	43448	1
115	9260	1
116	9057	1
116	36933	1
117	52169	1
118	8946	1
118	38045	1
119	9532	1
119	9533	1
120	43448	1
120	43449	1
121	9481	1
122	38046	1
123	43122	1
123	43123	1
124	22872	1
125	8980	1
125	10796	1
126	9334	1
126	9335	1
126	9838	1
126	9839	1
126	53829	1
127	9862	1
128	9260	1
128	28602	1
129	9614	1
130	9289	1
130	39731	1
131	11708	1
132	30268	1
