0	8
1	118
2	5
3	23
4	57
5	66
6	73
7	8
8	95
9	22
10	121
11	3
12	85
13	73
14	65
15	64
16	112
17	109
18	48
19	10
20	60
21	8
22	26
23	13
24	94
25	25
26	7
27	76
28	130
29	8
30	111
31	37
32	6
33	71
34	82
35	59
36	102
37	40
38	52
39	58
40	51
41	16
42	6
43	79
44	74
45	37
46	12
47	9
48	10
49	13
50	69
51	126
52	12
53	46
54	3
55	25
56	11
57	61
58	8
59	39
60	8
61	8
62	24
63	11
64	19
65	19
66	38
67	43
68	8
69	78
70	32
71	106
72	41
73	8
74	97
75	101
76	34
77	12
78	20
79	104
80	10
81	83
82	62
83	8
84	163
85	8
86	68
87	28
88	63
89	10
90	99
91	77
92	8
93	12
94	35
95	84
96	37
97	21
98	36
99	100
100	10
101	23
102	44
103	20
104	20
105	23
106	8
107	120
108	67
109	91
110	147
111	0
112	55
113	14
114	92
115	11
116	57
117	185
118	8
119	124
120	14
121	125
122	12
123	30
124	93
125	53
126	42
127	37
128	11
129	143
130	27
131	32
132	47
133	13
134	11
135	15
136	37
137	18
138	10
139	8
140	56
141	11
142	31
143	10
144	162
145	12
146	13
147	96
148	108
149	8
150	107
151	8
152	141
153	24
154	48
155	8
156	11
157	72
158	48
159	90
160	2
161	6
162	2
163	12
164	3
165	5
166	6
167	7
168	8
169	8
170	6
171	9
172	10
173	8
174	10
175	3
176	12
177	13
178	95
179	0
180	11
181	0
182	10
183	15
184	16
185	13
186	8
187	41
188	18
189	21
190	19
191	2
192	25
193	20
194	21
195	0
196	22
197	8
198	10
199	24
200	25
201	8
202	8
203	12
204	8
205	23
206	5
207	10
208	27
209	8
210	10
211	38
212	12
213	32
214	0
215	10
216	8
217	31
218	10
219	24
220	32
221	20
222	0
223	5
224	25
225	2
226	11
227	36
228	37
229	15
230	3
231	39
232	37
233	40
234	41
235	42
236	43
237	22
238	44
239	8
240	10
241	40
242	9
243	46
244	32
245	10
246	8
247	25
248	8
249	8
250	11
251	10
252	31
253	47
254	8
255	6
256	10
257	15
258	8
259	23
260	37
261	3
262	32
263	51
264	7
265	109
266	52
267	51
268	53
269	32
270	37
271	36
272	2
273	52
274	7
275	37
276	55
277	12
278	20
279	13
280	34
281	8
282	38
283	41
284	38
285	11
286	2
287	13
288	0
289	18
290	7
291	32
292	37
293	59
294	0
295	8
296	10
297	60
298	118
299	11
300	8
301	10
302	61
303	7
304	18
305	6
306	18
307	25
308	38
309	8
310	13
311	0
312	32
313	27
314	23
315	63
316	32
317	57
318	32
319	25
320	12
321	11
322	64
323	41
324	16
325	65
326	21
327	13
