0	60
1	38
2	126
3	22
4	83
5	93
6	13
7	73
8	162
9	163
10	68
11	31
12	104
13	91
14	82
15	34
16	21
17	26
18	125
19	53
20	41
21	10
22	5
23	100
24	77
25	46
26	71
27	42
28	102
29	69
30	20
31	37
32	143
33	106
34	124
35	3
36	36
37	48
38	92
39	63
40	52
41	2
42	58
43	57
44	85
45	14
46	27
47	84
48	40
49	90
50	44
51	67
52	61
53	95
54	56
55	111
56	107
57	72
58	8
59	9
60	66
61	141
62	79
63	6
64	74
65	39
66	23
67	130
68	64
69	147
70	0
71	47
72	65
73	118
74	25
75	76
76	30
77	7
78	55
79	35
80	12
81	112
82	121
83	185
84	96
85	11
86	43
87	28
88	99
89	94
90	108
91	15
92	62
93	18
94	78
95	101
96	19
97	16
98	97
99	24
100	51
101	109
102	32
103	59
104	120
105	0
106	2
107	12
108	6
109	5
110	6
111	7
112	8
113	8
114	9
115	10
116	8
117	11
118	3
119	12
120	13
121	10
122	95
123	0
124	11
125	0
126	10
127	15
128	16
129	13
130	8
131	41
132	18
133	21
134	19
135	2
136	20
137	21
138	0
139	22
140	8
141	10
142	24
143	25
144	8
145	8
146	26
147	8
148	23
149	5
150	10
151	27
152	8
153	10
154	38
155	12
156	32
157	0
158	10
159	8
160	31
161	10
162	24
163	32
164	34
165	20
166	0
167	35
168	10
169	11
170	25
171	2
172	11
173	36
174	38
175	15
176	3
177	39
178	37
179	42
180	43
181	22
182	44
183	8
184	10
185	40
186	9
187	46
188	32
189	10
190	8
191	25
192	8
193	8
194	11
195	10
196	31
197	47
198	48
199	8
200	10
201	23
202	15
203	8
204	23
205	37
206	3
207	31
208	32
209	51
210	7
211	109
212	8
213	52
214	53
215	32
216	37
217	36
218	2
219	59
220	37
221	55
222	12
223	20
224	34
225	8
226	38
227	41
228	38
229	10
230	2
231	0
232	18
233	13
234	7
235	32
236	37
237	59
238	0
239	8
240	10
241	11
242	60
243	118
244	11
245	8
246	10
247	61
248	7
249	18
250	6
251	18
252	25
253	38
254	8
255	13
256	0
257	32
258	12
259	27
260	20
261	23
262	63
263	32
264	25
265	12
266	11
267	16
268	65
269	21
270	22
271	8
272	46
273	57
274	38
275	8
276	32
277	67
278	10
279	14
280	10
281	37
282	37
283	8
284	51
285	39
286	8
287	22
288	69
289	14
290	68
291	60
292	8
293	2
294	36
295	11
296	52
297	162
298	71
299	11
300	0
301	39
302	72
303	41
304	11
305	73
306	74
307	10
308	76
309	8
310	12
311	60
312	77
313	20
314	78
315	20
316	79
317	10
318	10
319	48
320	8
321	23
322	82
323	9
324	8
325	10
326	38
327	14
328	8
329	8
330	38
331	83
332	20
333	8
334	20
335	20
336	41
337	20
338	48
339	0
340	2
341	8
342	11
343	64
344	38
345	0
346	13
347	20
348	31
349	59
350	57
351	47
352	38
353	11
354	53
355	64
356	85
357	10
358	60
359	48
360	8
361	47
362	23
363	8
364	60
365	38
366	8
367	11
368	2
369	37
370	27
371	8
372	13
373	10
374	10
375	2
376	11
377	10
378	10
379	25
380	11
381	8
382	25
383	2
384	67
385	11
386	32
387	65
388	2
389	10
390	27
391	90
392	8
393	77
394	48
395	25
396	41
397	92
398	11
399	23
400	20
401	48
402	32
403	93
404	19
405	37
406	60
407	11
408	78
409	31
410	12
411	23
412	0
413	16
414	13
415	13
416	8
417	5
418	32
419	94
420	57
421	23
422	12
423	55
424	12
425	8
426	10
427	23
428	11
429	95
430	67
431	8
432	42
433	5
434	10
435	96
436	10
437	24
438	8
439	24
440	23
441	40
442	8
443	37
444	38
